song_name,artist,danceability,energy,valence,tempo
SIN SUBLOW,CA7RIEL,0.613,0.849,0.717,69.871
San Juan de Letran,Sergio Esquivel,0.802,0.497,0.884,142.23
Written - Control Freak & Deadlyft Remix,Dodge & Fuski;Nasko;The Arcturians;Control Freak;Deadlyft,0.609,0.955,0.21,75.004
Pisagua 1973,Los Miserables,0.489,0.795,0.761,172.506
Ariyathe,Sujatha,0.527,0.599,0.488,167.713
Trodde det skulle bli vi,The Fastback,0.603,0.756,0.908,139.979
Game Time (feat. Ninja),3LAU;Ninja,0.534,0.957,0.52,95.046
"April 29, 1992 (Miami)",Sublime,0.758,0.683,0.738,78.96
Afterglow,Phaeleh;Soundmouse,0.342,0.277,0.102,139.951
Psicología,Justo Betancourt,0.518,0.441,0.585,90.454
Heaven Beside You,Alice In Chains,0.551,0.724,0.559,111.243
"Schönberg, Claude-Michel: I Dreamed a Dream (from ""Les Misérables"")",Lesley Garrett;Philip Ellis,0.224,0.205,0.0566,89.451
Ricordo Ancor (Pelagia's Song) [Captain Corelli's Mandolin - Original Motion Picture Soundtrack],Russell Watson,0.157,0.203,0.124,77.204
Christian Anders - Ruby 2010 - 3select Rmx,Christian Anders,0.706,0.881,0.682,130.03
Jedes Jahr November,Montez,0.809,0.759,0.48,88.004
Alleys Of Your Mind,Cybotron,0.837,0.383,0.528,126.892
Los mareados,Orquesta Color Tango De Roberto Alvarez,0.444,0.273,0.457,108.973
Picture Of A Whisper,Ata Ebtekar,0.207,0.276,0.0387,145.815
Good Vibration - Village Cuts Remix,Soothsayers;Village Cuts,0.86,0.676,0.602,94.025
No Creo en Ti,Galy Galiano,0.56,0.523,0.427,138.454
Goddess of the Sea,Nicola Conte;Jose James,0.509,0.65,0.54,125.984
讃えよ、我らが女王を,SHIKI THEATRE COMPANY,0.244,0.175,0.148,125.822
Everyday Stranger,Dub Pistols;Ashley Slater,0.652,0.672,0.18,111.974
Gold Dust - Dutty Moonshine Big Band Remix,DJ Fresh;Dutty Moonshine Big Band,0.692,0.916,0.735,156.968
Closer,The Chainsmokers;Halsey,0.748,0.524,0.661,95.01
Son Verdim Kalbimin İşine,Seyyal Taner,0.631,0.555,0.778,127.958
Осколок Льда,Aria,0.491,0.64,0.118,142.576
Vacío,Didi Gutman,0.502,0.274,0.365,111.961
Não Mais - Ao Vivo,Victor & Leo,0.608,0.726,0.334,130.042
Keeping Me Under,Two Another,0.794,0.549,0.58,108.015
Fuck That Motherfucker - The Vizitor RMX,Noisekick,0.401,0.977,0.317,119.899
Zoo,Base Alert,0.519,0.94,0.585,159.959
Fogyist,Kahtmayan,0.169,0.822,0.449,169.94
Journey to the Sea,Bernward Koch,0.387,0.125,0.0698,95.99
Bawshonto Eshe Geche (Male),Anupam Roy,0.552,0.635,0.463,117.913
Bad Penny,Rory Gallagher,0.252,0.729,0.689,199.738
When I Need You - Remastered,Leo Sayer,0.585,0.197,0.164,109.779
Sigilinho,Psirico;Os Barões Da Pisadinha,0.738,0.815,0.814,156.895
¿Qué Ves?,Divididos,0.87,0.53,0.751,107.882
Plagued,We Came As Romans,0.456,0.933,0.568,96.624
Lights On,Ranji,0.894,0.67,0.353,140.023
Sencillamente,Bersuit Vergarabat,0.742,0.613,0.966,136.009
Mais Amor,Ponto De Equilíbrio;Tati Portella,0.714,0.701,0.6,152.026
Voh Dekhnay Mein,Ali Zafar,0.815,0.421,0.543,140.01
Tilting On Windmills,Malibu,0.159,0.167,0.0247,132.166
With You Tonight (Hasta El Amanecer),Nicky Jam,0.781,0.588,0.564,93.979
First Impression,Floyd Cramer,0.662,0.245,0.86,107.929
Sonhei Que Tava Me Casando - Ao Vivo,Wesley Safadão,0.435,0.916,0.554,167.948
Maayavi,ADK Srirascol;Rolex Rasathy,0.66,0.83,0.462,149.983
Once Were Warriors,The Dining Rooms,0.602,0.502,0.0698,120.02
Vai Babar / Poder de Sedução - Ao Vivo,Péricles,0.651,0.813,0.759,126.025
Eu sou feliz assim - Ao vivo,Ferrugem,0.435,0.73,0.325,76.084
"If You Were There, Beware",Arctic Monkeys,0.328,0.805,0.264,135.546
sad day,FKA twigs,0.434,0.469,0.14,136.723
Telephasic Workshop,Boards of Canada,0.683,0.83,0.576,200.14
Embryonic Journey,Jefferson Airplane,0.293,0.354,0.487,107.642
I’ te vurria vasa (Live),Oleg Pogudin,0.247,0.553,0.14,101.586
Revolución Nacional - Remasterizado,Malon,0.479,0.946,0.201,135.372
曹操,JJ Lin,0.503,0.72,0.415,143.91
Sahara - Original mix,Astrix,0.526,0.923,0.0365,144.999
Kalakam Sei,Ratty Adhiththan;Inthu,0.729,0.742,0.589,80.111
The Sound Of Eight Hooves,Amon Amarth,0.322,0.968,0.0366,130.273
Electronic Battle Weapon 9,The Chemical Brothers,0.722,0.944,0.327,126.971
House of The Lord,Phil Wickham,0.495,0.789,0.286,86.019
2055,Sleepy Hallow,0.829,0.512,0.638,80.511
And No Matches,Scooter,0.528,0.973,0.814,145.027
Rescuer (Good News),Rend Collective,0.494,0.72,0.553,152.049
シンデレラ,Cidergirl,0.572,0.955,0.717,129.981
Lábios Divididos / Diga Sim Pra Mim / Louca - Ao Vivo,Márcia Fellipe,0.4,0.813,0.5,165.923
Bac N Da Day - Clepto's Mix,Frankie Knuckles,0.711,0.95,0.972,126.984
Heartache,ONE OK ROCK,0.415,0.689,0.245,143.043
Mężu Drogi Mój,Magda Niewińska,0.667,0.902,0.952,91.956
Moça Bonita,Rastapé,0.692,0.585,0.558,144.074
You Must Have Walked Across My Mind Again,George Jones,0.657,0.342,0.528,105.927
Find Myself in You,Brian McKnight,0.695,0.492,0.821,170.115
25 Years of Silence In the Attic,Eternal Griefs,0.192,0.51,0.0753,134.662
El camino del exceso - Remix; 2000 Remastered Version,Heroes Del Silencio;Phil Manzanera,0.507,0.975,0.377,107.969
Como Abrazado A Un Rencor,Carlos Gardel,0.705,0.258,0.663,81.614
The Sound of Silence - Acoustic Version,Simon & Garfunkel,0.525,0.216,0.328,106.761
I Wish I Was A Hipster WCL-F Remix - West Coast Lo-Fi Remix,Bassnectar;West Coast Lo-Fi,0.58,0.642,0.0504,115.0
Paramount,August Burns Red,0.214,0.968,0.237,156.293
操り人形の葬送行進曲,Charles Gounod;石丸由佳,0.283,0.062,0.175,88.707
The Ultimate Seduction,The Ultimate Seduction,0.756,0.885,0.589,132.699
Cansei de Tudo,MC Liro;MC BHS;Love Funk,0.667,0.462,0.662,118.266
Jesus Salvador - Versão Remasterizada,Roberto Carlos,0.355,0.348,0.271,87.333
Meherbani,Arko;Jubin Nautiyal,0.41,0.455,0.361,90.993
Cyber Psycho (Cyberpunk Edgerunners),Daddyphatsnaps,0.621,0.617,0.514,87.404
Kaantha,Masala Coffee;Sooraj Santhosh;Varun Sunil,0.564,0.818,0.341,95.016
I Long for Rest,Angelmaker,0.53,0.833,0.357,119.945
QUE PRETENDES,J Balvin;Bad Bunny,0.639,0.791,0.933,92.603
Buried in the Crawlspace,Couple Skate,0.169,0.894,0.0309,116.244
Severlá - Otto y los Sarcófagos del Ritmo,31 Minutos,0.868,0.6,0.839,99.989
"Naar maanen formørker solen i en dødelig dans, ber jeg moder jord opp til en siste vals",Djevel,0.186,0.941,0.0354,152.887
RATA-TATA,Royal Republic,0.679,0.559,0.886,134.048
Hit Sale (feat. Roméo Elvis),Therapie TAXI;Roméo Elvis,0.573,0.784,0.69,82.009
Long Way Home,Tritonal;HALIENE;SCHALA;Jorza,0.511,0.795,0.415,129.855
When You Came into My Life - Studio Edit,Scorpions,0.63,0.656,0.0848,125.966
White Rainbow,Boris Brejcha,0.807,0.292,0.132,125.019
Kyon Hawa,Madan Mohan;Yash Chopra;Lata Mangeshkar;Sonu Nigam;Javed Akhtar,0.363,0.493,0.384,146.794
Ciel de Sienne,Dan Gibson's Solitudes,0.319,0.145,0.0824,121.0
Маленькая планета,Igor Talkov,0.749,0.57,0.911,132.646
Every Time (feat. So Below),Seven Lions;So Below,0.352,0.871,0.0717,146.014
Secret,Vybz Kartel,0.777,0.93,0.867,104.023
Ahora Me Llama - Remix,KAROL G;Bad Bunny;Quavo,0.668,0.613,0.219,135.036
Reflexo (feat. Eliana Ribeiro),Toca de Assis;Eliana Ribeiro,0.381,0.445,0.319,131.986
Tu Eres Su Seguridad,Hermetica,0.543,0.927,0.517,130.955
Anders och jag,Björn Rosenström,0.655,0.928,0.925,146.952
Not On Drugs,Tove Lo,0.7,0.635,0.594,124.953
Eu Cuido de Ti,Amanda Wanessa,0.372,0.203,0.16,116.65
Northern Waves,Alphaxone;Onasander;protoU,0.133,0.231,0.0865,85.568
3 Préludes: 3 Preludes: No. 2. Flora's game: Milonga,Astor Piazzolla;Joel Fan,0.246,0.0547,0.0396,64.554
Close to You,Olivia Ong,0.563,0.165,0.167,88.772
Cautivos Del Sistema,Ricardo Iorio,0.564,0.856,0.424,98.015
Sound Of Stereo,Model 500,0.725,0.937,0.721,118.774
Hangover,AK-69,0.651,0.756,0.402,97.964
Echoes,WE ARE FURY;Micah Martin,0.649,0.658,0.0494,100.02
Le veau d´or (sung in Russian) (Faust),Feodor Chaliapin,0.63,0.277,0.757,117.842
Blue Sunday,The Doors,0.357,0.331,0.147,150.315
B2B,James Hype;Tita Lau,0.799,0.956,0.922,123.998
The Laws of Scourge,Sarcófago,0.288,0.95,0.442,132.454
Vita-Set - Remasterizado 2007,Soda Stereo,0.271,0.978,0.474,178.936
ロコローション,ORANGE RANGE,0.646,0.894,0.811,140.046
Astral Bewitchment,Mortuary Drape,0.256,0.987,0.166,98.983
Lake Shore Drive,Theo Parrish,0.656,0.47,0.733,122.552
SittingInTheCar,surrenderdorothy,0.675,0.362,0.383,116.98
Prom Queen,Catie Turner,0.487,0.184,0.274,112.365
雨過天陰,Kay Tse,0.616,0.336,0.19,135.905
Duerme mi Niño,Rodolfo Biagi Y Su Orquesta Tipica,0.559,0.376,0.572,120.525
Y Todavía Te Quiero,Jorge Falcón,0.462,0.567,0.664,118.305
Árvore,Fran;Chico Chico,0.764,0.386,0.345,77.064
Halo,Mia Carrera,0.407,0.114,0.0614,114.752
Diggin' On The Mountainside,Town Mountain,0.519,0.617,0.538,112.465
Diamant,Stephan Bodzin,0.656,0.834,0.0384,124.999
All Over You - Live,Live,0.273,0.903,0.242,138.201
Diciembre,La Oreja de Van Gogh,0.597,0.832,0.501,144.926
Sound the Alarm,The Knocks;Rivers Cuomo;Royal & the Serpent,0.688,0.788,0.774,101.006
Ночной смотр,Feodor Chaliapin,0.604,0.0598,0.326,108.833
"Prelude in G Major, K.15g",Wolfgang Amadeus Mozart;Erik Smith,0.193,0.0844,0.237,182.218
We're In This Together,Nine Inch Nails,0.551,0.683,0.179,100.03
The Force,Aim;Qnc,0.922,0.701,0.54,101.996
Enemies,Shinedown,0.507,0.966,0.502,136.035
Deal,Jerry Garcia Band;Jerry Garcia,0.391,0.873,0.552,145.96
Pulp,Sex Prisoner,0.303,0.977,0.106,87.423
No hay amor,Los Apson,0.651,0.339,0.78,104.965
Outro Na Fornalha,Hillsong Em Português,0.481,0.663,0.112,135.009
Doll Parts,Hole,0.245,0.542,0.365,204.824
Haciendote el Amor,Los Locos Del Ritmo,0.571,0.719,0.988,138.16
Jai appris à nager!,Caillou,0.907,0.403,0.921,142.062
Diamante,Damares,0.463,0.601,0.436,152.019
River Flows In You,Sungha Jung,0.356,0.23,0.11,129.532
Amiga Mía,Adolescent's Orquesta,0.848,0.882,0.94,94.946
Drowning In You,Lucas Estrada,0.782,0.651,0.767,126.052
Speed King,Röyksopp,0.547,0.836,0.277,109.996
Ninety Nine Years (And One Dark Day),Hot Rize,0.642,0.463,0.918,110.499
"Nutcracker Suite, Op. 71a: Chinese Dance (Tea)",Pyotr Ilyich Tchaikovsky;Paris Conservatoire Orchestra;Anatole Fistoulari,0.523,0.224,0.961,110.157
Maroon,Suburban Knight,0.714,0.861,0.723,135.12
"Verdammt, ich lieb dich - Version 2014",Matthias Reim,0.34,0.906,0.371,200.069
Laung Gawacha,Nucleya;Avneet Khurmi,0.573,0.9,0.415,91.988
Goiânia Me Espera - Ao Vivo Em Goiânia / 2007,Jorge & Mateus,0.706,0.951,0.95,118.008
Warned You,Good Morning,0.535,0.209,0.515,137.889
Amigos,Juan Magán;Mariah Angeliq;Yera,0.74,0.63,0.763,89.952
Si Una Vez,Panteon Rococo,0.668,0.907,0.865,105.071
Puppy Dog Pals Main Title Theme,"""Puppy Dog Pals"" Cast",0.781,0.936,0.873,182.148
nostalgia,JUNNY;JAY B,0.536,0.758,0.457,180.06
"String Quartet No. 8 in C Minor, Op. 110: 2. Allegro molto",Dmitri Shostakovich;Borodin Quartet,0.421,0.46,0.435,125.925
Quiéreme,Joan Sebastian,0.656,0.618,0.953,96.041
Hot Tamale,Jackie Mittoo,0.684,0.399,0.754,92.906
One (Your Name) - Radio Edit,Swedish House Mafia;Pharrell Williams,0.733,0.673,0.636,125.061
Lover,Young Cister,0.763,0.533,0.597,145.004
Never Yours,DARE,0.32,0.872,0.648,132.217
Shadow,Smyang Piano,0.608,0.473,0.103,139.867
I Want You,Chris Lake,0.776,0.883,0.676,125.008
Don't You Wanna Play?,Seeb;Julie Bergan,0.556,0.77,0.674,99.959
"Amaranth (aus ""Sing meinen Song, Vol. 9"")",SDP,0.744,0.771,0.678,127.973
En la Inmensidad,Asspera,0.59,0.917,0.449,125.024
Cracks,Sly Withers,0.344,0.925,0.348,119.946
It-Just-Is,Octave One,0.716,0.924,0.161,132.016
More Bounce to the Ounce,Zapp,0.85,0.818,0.84,105.268
Santa Tell Me,Beat Oven,0.647,0.376,0.628,95.065
I Really Wish I Hated You,blink-182,0.615,0.81,0.728,143.054
Febrero Es Carnaval,Campedrinos;Sergio Galleguillo,0.678,0.933,0.845,95.983
Ja Må Ja Leva,Mwuana,0.705,0.636,0.351,151.108
Natural Rain,Rain Sounds,0.0735,0.655,0.0326,81.847
Kun vielä nuori olla voi,Nuket,0.302,0.818,0.615,171.284
It's Uncanny,Daryl Hall & John Oates,0.742,0.849,0.964,107.188
Christmas Song,Kurt Rosenwinkel,0.452,0.298,0.323,109.15
"Dear My Friend,",Keung To,0.646,0.452,0.266,94.566
Sentient,Gavin Luke,0.324,0.0798,0.123,70.405
Gel Desen Gelemem Ki,Yaşar Güvenir,0.3,0.221,0.417,82.153
Make You Feel Like,Junge Junge;Redward Martin,0.794,0.635,0.35,117.995
I.C.U,Tipe-X,0.568,0.966,0.318,95.102
Tiny Reminder No. 1,Two Lone Swordsmen,0.118,0.494,0.0441,59.135
No Half Steppin,Snoop Dogg;DJ Drama,0.758,0.682,0.545,157.04
Paanje - Film Mix,V3K;Street Academics,0.717,0.54,0.376,133.004
Divine Attack - Shingeki -,BABYMETAL,0.349,0.963,0.111,180.004
Missing You Hard,Vipa Music;Kenyaman,0.479,0.43,0.324,85.249
Broken Ones (with Anna Clendening),ILLENIUM;Anna Clendening,0.545,0.668,0.249,149.988
Reflejo,Natalia Jiménez,0.557,0.52,0.325,161.19
Guren no Yumiya Tv Size Ver.,Linked Horizon,0.494,0.91,0.507,90.447
My Little Ebonie,Glenn Underground,0.76,0.64,0.504,106.8
Break My Heart,Dua Lipa,0.73,0.729,0.467,113.011
Premonition,FooR;Eddie Craig,0.753,0.855,0.671,131.913
Pagode Russo,Luiz Gonzaga,0.732,0.925,0.934,143.81
Pytanie na śniadanie,Germaine Franco,0.499,0.108,0.121,127.368
Kali Kali Zulfon Ke Phande Na,Nusrat Fateh Ali Khan,0.4,0.694,0.727,153.902
Abracadabra,Steve Miller Band,0.791,0.534,0.963,127.488
Parkiet,Bagno,0.852,0.751,0.944,145.107
Entercourse Of The New Age,Glenn Underground,0.694,0.605,0.313,127.68
Skrekkraude Rapala,Vassendgutane,0.462,0.903,0.784,168.034
My Very Extra Special Trump Fantasy,David Cross,0.625,0.531,0.493,104.856
Todo el Mundo a Natación,Doctora Juguetes;Felpita;Lambie;Chica Surfer,0.605,0.802,0.914,152.187
Ten Miles High,Rotting Christ,0.503,0.793,0.308,130.118
The Sunshine Underground,The Chemical Brothers,0.474,0.924,0.201,140.019
Flux Of Sorrow,Sote,0.147,0.313,0.0325,79.955
Tell Me Why I'm Waiting - Slowed,boy in skirt;Niisan,0.684,0.0892,0.223,112.674
Perverse Manifestation,Disgorge,0.345,0.995,0.0696,126.84
夢幻的擁抱,Anita Mui,0.562,0.547,0.415,76.79
Hardsax - Original Mix,The Prophet,0.7,0.951,0.284,149.993
That's All,Robin Spielberg,0.431,0.236,0.287,132.402
Carro Bicho,Major RD;Raffé,0.776,0.765,0.432,134.151
Khaf Malakanda,K. G. Markose,0.835,0.661,0.776,137.022
This Is Mutha F**ker! - Original Censored Mix,Digital Boy,0.777,0.708,0.718,130.919
Glittery - From The Kacey Musgraves Christmas Show Soundtrack,Kacey Musgraves;Troye Sivan,0.595,0.275,0.345,85.752
Tabu,ARTBAT,0.757,0.631,0.112,121.998
Peacoat,Timothy Infinite,0.75,0.559,0.449,71.043
Merry Christmas Baby,Ne-Yo,0.682,0.551,0.251,77.993
Midnight Walking,Simple Minds,0.629,0.837,0.772,125.013
Somebody Out There,A Rocket To The Moon,0.405,0.409,0.233,119.954
"Desh Mere (From ""Bhuj The Pride Of India"")",Arijit Singh;Arko,0.406,0.504,0.495,77.796
In Dreams,Kittie,0.103,0.819,0.402,51.833
Today,Scooter;VASSY,0.632,0.884,0.26,131.947
Cuida - Ao Vivo,Leandro Borges,0.613,0.394,0.633,95.597
As Andorinhas - Ao Vivo,Leonardo;Eduardo Costa,0.67,0.817,0.792,120.054
Drowning,Excision;Akylla,0.203,0.742,0.163,139.774
A Promessa Está de Pé (Ao Vivo),Samuel Messias;Midian Lima,0.388,0.528,0.249,90.999
La Cecilia,Diego Herrera;Humberto Herrera,0.698,0.416,0.95,132.652
O Vento e o Tempo,Almir Sater,0.547,0.563,0.605,117.526
Cuando Era Flor,Mon Laferte,0.568,0.642,0.476,177.669
Dreams Gone Wrong,Cyhra,0.401,0.942,0.557,163.022
Arrival of the Birds,Jacob's Piano,0.2,0.2,0.102,126.226
Ik Lamha,Azaan Sami Khan,0.581,0.557,0.333,140.047
Trollhammaren,Finntroll,0.429,0.936,0.444,94.967
Right Now (Na Na Na),Akon,0.83,0.857,0.607,137.982
Ophelia,The Lumineers,0.664,0.573,0.566,76.023
La ballade de Jim,Paradis,0.393,0.521,0.337,179.894
Pas la peine,Vaudou Game,0.82,0.788,0.8,122.712
La Violetera,Carlos Gardel,0.597,0.391,0.773,62.639
Les bateliers de la Volga,Ivan Rebroff,0.333,0.284,0.39,84.662
Electronic Battle Weapon 2,The Chemical Brothers,0.67,0.935,0.164,129.009
Patagonia Wind,Las Almas Nuevas,0.461,0.279,0.311,112.015
Devious Persecution and Wholesale Slaughter,P.L.F.,0.193,0.977,0.0358,105.324
"Piano Sonata No. 2 in B-Flat Minor, Op. 36: II. Non allegro - Lento",Sergei Rachmaninoff;Marko Stuparevic,0.394,0.0578,0.0432,65.106
Na Alegria ou na Dor,Aurelina Dourado,0.665,0.665,0.441,139.948
Gold,Max Enforcer,0.555,0.718,0.152,150.002
Family,David Guetta;Bebe Rexha;Ty Dolla $ign;A Boogie Wit da Hoodie,0.687,0.717,0.685,88.063
Making Christmas,Rise Against,0.515,0.97,0.609,163.912
Summer Rain,Woesum;Yung Lean,0.662,0.717,0.689,169.853
Rotterdam nightmare,Tha Playah,0.501,0.834,0.0516,159.953
Two Layers of Confusion,Matt Large,0.663,0.642,0.539,141.913
Santa Claus Go Straight To The Ghetto,James Brown,0.639,0.61,0.812,139.608
Den siste mohikanen,Little Gerhard,0.595,0.804,0.924,131.655
Drift,Amelie Lens,0.793,0.476,0.0599,127.993
Severed Lips,Blake Babies,0.588,0.606,0.673,125.967
Triste Final,Narcosis,0.417,0.968,0.537,92.065
Freak Gasoline Fight Accident,It Dies Today,0.285,0.916,0.335,132.577
Beautiful Crazy,Luke Combs,0.551,0.402,0.382,103.313
Bica Na Canela,MC Hariel,0.712,0.719,0.469,127.868
All Night Alone - Chris Lake Edit,Josement;Chris Lake,0.804,0.857,0.848,126.001
El Juicio Final,Cuco Valoy;Roberto Torres,0.722,0.903,0.814,95.218
Gelarêzan,Porya Hatami;Roberto Attanasio;Aaron Martin,0.0775,0.149,0.0387,79.755
冬のリヴィエラ,Crazy Ken Band,0.599,0.764,0.571,113.017
The Great Wound of History,Beshenitar,0.295,0.999,0.0253,140.002
"8 Variations on ""Laat ons juichen"" by C.E. Graaf in G, K.24: 3. Variation II",Wolfgang Amadeus Mozart;Danielle Laval,0.506,0.0929,0.674,115.025
"12 Variations in C Major on ""Ah, vous dirai-je Maman"", K. 265: 6. Variation V",Wolfgang Amadeus Mozart;Danielle Laval,0.309,0.00917,0.679,76.791
Youngstown,Blue Moon Rising,0.471,0.482,0.482,147.971
Voso,Willie Colón,0.593,0.85,0.745,105.755
Shoppin' for Clothes,The Coasters,0.613,0.229,0.578,85.854
Mahkeme Şarkısı,Ahiyan,0.624,0.452,0.187,74.015
Hiereme,La Verbena Popular,0.746,0.805,0.912,145.899
"The General Who Became A Slave - From ""Gladiator"" Soundtrack",Hans Zimmer;Lisa Gerrard;Gavin Greenaway;The Lyndhurst Orchestra,0.259,0.222,0.0909,99.882
Tweeker,Mountain Sprout,0.547,0.879,0.962,132.426
Sesto senso,Tony Boy,0.861,0.489,0.46,102.0
Over You (feat. Lovespeake),KSHMR;Lovespeake,0.647,0.846,0.337,126.929
One Time Again,Justnormal,0.588,0.373,0.424,176.218
The Spice of Life - 2012 Remaster,Everything But The Girl,0.471,0.322,0.451,204.039
Fiyasko,Anıl Piyancı,0.73,0.673,0.81,145.897
Butterflies,Kacey Musgraves,0.689,0.614,0.411,141.97
Obsessão,Tony Guerra & Forró Sacode,0.609,0.938,0.923,175.997
Angels We Have Heard on High (Remastered 2014),Traditional;Royal Philharmonic Orchestra,0.176,0.346,0.112,138.277
Ok?,Jim Florentine,0.702,0.467,0.508,79.179
"Scene I, Kyoto",Umitaro Abe,0.199,0.138,0.214,168.644
Fade Away,For Revenge,0.465,0.919,0.68,159.942
When It Falls,Zero 7,0.488,0.385,0.144,76.913
Na Tum Jano Na Hum (ReVibe),Ashwin Adwani,0.611,0.778,0.285,90.024
school daze,bladecut,0.695,0.45,0.3,136.006
My Hero,Foo Fighters,0.398,0.927,0.311,77.106
Kakkai Chiraginile - Desh - Adi - Live,Sanjay Subrahmanyan,0.39,0.282,0.297,155.877
Power Core,Power Glove,0.4,0.774,0.204,170.111
Eu Queria Dizer Que Te Amo numa Canção - Ao Vivo,Zezo,0.881,0.726,0.71,116.006
One Last Dance,Audien;XIRA,0.713,0.719,0.24,119.993
"Awakening - From ""Sleeping Beauty""/Score",George Bruns,0.34,0.0596,0.0375,94.25
春空,鈴木鈴木,0.539,0.57,0.459,79.974
Bad,Don Diablo;Zak Abel,0.794,0.774,0.674,123.981
Home (Boys Noize Remix),Solomun;Boys Noize,0.716,0.797,0.362,127.995
Hardsax (Original Mix) - Extended Mix,The Prophet,0.671,0.97,0.258,149.949
Abyss in Vision,Devil Master,0.456,0.93,0.119,128.212
Patience,Triomphe,0.741,0.488,0.127,110.055
Justo El 31,Julio Sosa,0.496,0.418,0.791,119.487
Drug Sick,Tommy Ice,0.694,0.419,0.154,86.013
Produtividade,MAR ABERTO,0.618,0.42,0.922,151.387
Одинокая гармонь,"Группа ""Загадка""",0.396,0.312,0.347,142.454
Anlatsam Anlatamam,Sera Savaş,0.605,0.402,0.781,115.321
Sleep and Waking,Spuntic,0.0653,0.103,0.0352,73.618
"Chill Bro (From ""Pattas"")",Dhanush;Vivek - Mervin,0.73,0.904,0.464,160.07
バッド・ガールズ,M.I.A.,0.638,0.912,0.343,143.441
O Tempo de Deus (feat. John Nascimento),Rose Nascimento;John Nascimento,0.584,0.615,0.394,115.991
Esta Casa Mata Fascistas,Chuva Negra,0.449,0.966,0.847,183.137
"In the End - Live at Live 8, Benjamin Franklin Parkway, Philadelphia, 2nd July 2005",Linkin Park,0.381,0.944,0.27,103.945
Up on the Roof,The Drifters,0.673,0.483,0.888,123.335
Don't Go to Sleep,Shiloh Dynasty;Shiloh Beat,0.422,0.236,0.313,185.693
Ángel de las Tinieblas,V8,0.304,0.944,0.488,88.939
Apocalyptic Devastation,Mortician,0.44,0.715,0.303,125.164
La Mamá de la Mamá,El Alfa;Chael Produciendo;CJ;El Cherry Scom,0.922,0.927,0.796,129.978
Nandalaala,Swetha,0.667,0.526,0.689,87.975
So wird's immer sein - Instrumental,Kristen Anderson-Lopez;Robert Lopez,0.585,0.462,0.189,89.914
Felicia,Alfredo De Angelis,0.684,0.397,0.675,120.547
Rise Up,Mellowdy,0.562,0.529,0.371,115.992
I Surrender All,Jadon Lavik,0.412,0.362,0.365,77.459
Smells Blood,Kensuke Ushio,0.641,0.598,0.161,109.999
Vai e Chora - Ao Vivo,Dilsinho;Sorriso Maroto,0.499,0.833,0.626,147.946
Alles wegen Schwänzen,Killermichel;Manni Manta,0.655,0.937,0.728,140.062
Coisa de Pele - Ao Vivo,Samba De Raiz,0.647,0.802,0.922,100.365
Starry Eyes,Cigarettes After Sex,0.419,0.362,0.114,100.264
autumn,demxntia,0.688,0.619,0.444,119.929
Gargoyle,Dinosaur Jr.,0.276,0.966,0.762,172.595
Said the Snake,Otep,0.489,0.982,0.147,92.046
The Veldt - Radio Edit,deadmau5,0.736,0.759,0.485,128.041
Preciso Ser Amado / o Amor e Eu (Ao Vivo),Murilo Huff,0.421,0.584,0.282,76.495
Mardin Kapısından Atlayamadım,Kazancı Bedih,0.407,0.715,0.533,132.974
Hermosa Laura,Los Loud Jets,0.329,0.429,0.652,177.062
Una Vez,Orquesta Tipica Victor,0.669,0.233,0.495,125.35
Days of Plenty,Mindi Dickstein;Jason Howland;'Little Women' Original Broadway Cast,0.308,0.255,0.127,94.591
Santa Monica,offrami;Hoosh,0.828,0.543,0.675,111.043
"Lyric Pieces III, Op. 43 (Excerpts): No. 1, Sommerfugl",Edvard Grieg;Una Bourne,0.29,0.219,0.635,139.681
Summer Breeze,Ensidya;Fractite,0.704,0.449,0.355,87.992
Meu Bem,NX Zero,0.711,0.521,0.816,101.016
Taivas,Lumi Couri,0.175,0.00428,0.0744,73.285
Working Man's Blues,The Devil Makes Three,0.603,0.316,0.666,126.802
All The Way Up (Remix),Fat Joe;Remy Ma;David Guetta;French Montana;InfaRed;GLOWINTHEDARK,0.671,0.894,0.32,98.013
Rasputin - Club Mix,Boney M.;G. Mart,0.718,0.907,0.975,127.151
Jungle Style,Aries;Jacky Murda;MC Spyda,0.678,0.961,0.564,175.023
As the World Caves In - Wuki Remix,Sarah Cothran;Wuki,0.589,0.499,0.0385,125.133
Nada Fue Un Error - En Vivo En El Gran Rex / 2015,Coti,0.435,0.901,0.321,147.982
Recairei - Ao Vivo,Os Barões Da Pisadinha,0.582,0.937,0.939,168.096
La Entrevista (with Marvin Freddy y Kayanco),David Calzado y su Charanga Habanera;Marvin Freddy;Kayanco,0.716,0.953,0.847,97.976
Buniyaad,The Yellow Diary,0.476,0.481,0.152,130.031
Isolate - Eshericks Remix,Future Funk Squad;The Crystal Method,0.609,0.756,0.225,134.021
Wild Child,The Black Keys,0.68,0.639,0.957,106.991
Alone,Jon Caryl,0.507,0.402,0.18,81.839
"Mtg - Antes de Me Conhecer, Até Neymar de Cara",Dj Wesley Gonzaga,0.633,0.641,0.59,83.804
Spirit Sensitive,Larry Heard;Loosefingers,0.694,0.647,0.578,120.021
打開信箱,Leslie Cheung,0.576,0.705,0.507,144.634
tell me if you love me,Zebatin,0.64,0.203,0.085,88.022
I Only Want To Be With You,Dusty Springfield,0.602,0.684,0.961,133.0
